"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"471","@sajedahk We believe that your concern has been addressed and communicated to you via email. Please refer to the em… https://t.co/z5UwVR9AdO",FALSE,0,"sajedahk",2023-04-28 09:05:24,TRUE,"1651872954731622402","1651875251398090754","34246991","<a href=""http://simplify360.com"" rel=""nofollow"">Social360</a>","ola_supports",0,FALSE,FALSE,NA,NA
"472","RT @instrumenthull: Slides for the rest of the course are now posted!

Chapters 8-10 cover shift-share/recentered IV, regression discontinu…",FALSE,0,NA,2023-04-28 09:05:21,FALSE,NA,"1651875235355058178",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","toba_ola",47,TRUE,FALSE,NA,NA
"473","RT @DefenceU: ""Right on target!""
This was posted by the russian ministry of defense today, after russian missiles struck residential areas…",FALSE,0,NA,2023-04-28 09:05:17,FALSE,NA,"1651875219143901186",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","holla_ola",1241,TRUE,FALSE,NA,NA
"474","@Theopulenceman May I be among with grace from above",FALSE,0,"Theopulenceman",2023-04-28 09:05:17,FALSE,"1651873543942987777","1651875218325995524","1225870235942686720","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ola_of_Oyo",0,FALSE,FALSE,NA,NA
"475","RT @Colourz_0: A Thread Of Celebrities Before And After Getting Teeth Fixed

Read To The End

1. Cristiano Ronaldo https://t.co/1H1qUOYpch",FALSE,0,NA,2023-04-28 09:05:05,FALSE,NA,"1651875169609064448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",627,TRUE,FALSE,NA,NA
"476","RT @UTDTrey: What a picture. Ballers https://t.co/n8VZKZfdGp",FALSE,0,NA,2023-04-28 09:05:04,FALSE,NA,"1651875166249537538",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ola_kush1804",310,TRUE,FALSE,NA,NA
"477","@ola_bode42 @kingMulla_ Dey play",FALSE,0,"ola_bode42",2023-04-28 09:05:02,FALSE,"1651854557515853826","1651875157793726464","1169195310918361089","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fineboytemii",0,FALSE,FALSE,NA,NA
"478","RT @alpacino841_: Don't less this weekend pass by without you making minimum of 500k. Yes, you can, if you're wise.

Join ASAP! <U+2B07><U+FE0F>
https://…",FALSE,0,NA,2023-04-28 09:04:58,FALSE,NA,"1651875141666652160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",251,TRUE,FALSE,NA,NA
"479","RT @olayinkaxo: my husband ateeeee<U+0001F60D> I literally can’t stop smiling at this video. that’s my mannnn<U+0001F60D>",FALSE,0,NA,2023-04-28 09:04:58,FALSE,NA,"1651875140152459293",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Excellency_OLA",548,TRUE,FALSE,NA,NA
"480","@_guru98_ Ola micro cab equivalent in Dubai <U+0001F635>
This is the lower end car <U+0001F605>",FALSE,3,"_guru98_",2023-04-28 09:04:54,FALSE,"1651873815566389248","1651875123270410242","821367435399872512","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenTcom",0,FALSE,FALSE,NA,NA
"481","@kritidoneria This doesn't seem right, kriti. We want to take a closer look at this for you. Kindly share your regi… https://t.co/H94Rds1lQc",FALSE,0,"kritidoneria",2023-04-28 09:04:52,TRUE,"1651874256907829249","1651875113619300357","1386284024147152898","<a href=""http://simplify360.com"" rel=""nofollow"">Social360</a>","ola_supports",0,FALSE,FALSE,NA,NA
"482","@walkertooop @bodofficia @silva_omo_ola @ibra_bishar09 @blackwhalleson @ChampionsLeague Is there petition against B… https://t.co/APf1ijiOwd",FALSE,0,"walkertooop",2023-04-28 09:04:50,TRUE,"1651874675402711040","1651875106359070720","1485128509337096196","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Brandon81661756",0,FALSE,FALSE,NA,NA
"483","Day 9

<U+0001F4BC> Proud to be one of the pioneers in #HookedAcademySensei! It's time to level up my web3 knowledge. The futu… https://t.co/lNIggTtJvd",FALSE,0,NA,2023-04-28 09:04:46,TRUE,NA,"1651875089808326658",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AQua_Ola",0,FALSE,FALSE,NA,NA
"484","RT @ola_krak: People who suggest getting breakfast together as a hangout plan are people that you need to hang on to in life.",FALSE,0,NA,2023-04-28 09:04:46,FALSE,NA,"1651875088982061057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",127,TRUE,FALSE,NA,NA
"485","I purchased my scooter on 18th december 2022 and i bought a helmet along with my scooter but at the time of deliver… https://t.co/QmjVkMCRg6",FALSE,0,NA,2023-04-28 09:04:33,TRUE,NA,"1651875037526507520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrAPpy20",0,FALSE,FALSE,NA,NA
"486","RT @Dee_daizie: The artiste line up for #mainlandliveinconcert choke <U+0001F525> 

Seyi Vibez, Zlatan, Mohbad, Bella Shmurda, Lil Smart, Soft Made It…",FALSE,0,NA,2023-04-28 09:04:28,FALSE,NA,"1651875016106016768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",62,TRUE,FALSE,NA,NA
"487","RT @Theopulenceman: Chale, will buy lunch for some of you later. <U+0001F49A><U+0001F1EC><U+0001F1ED>",FALSE,0,NA,2023-04-28 09:04:21,FALSE,NA,"1651874984963239938",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ola_of_Oyo",68,TRUE,FALSE,NA,NA
"488","RT @queen_YBNL: I bet you don't know the name of this movie <U+0001F447><U+0001F3A5> https://t.co/glRE7bqZWQ",FALSE,0,NA,2023-04-28 09:04:10,FALSE,NA,"1651874937135591424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",385,TRUE,FALSE,NA,NA
"489","@Ola_Crrypt I need sir.<U+0001F932>

3145655342, first Bank (Marvellous Oseremen)",FALSE,0,"Ola_Crrypt",2023-04-28 09:04:06,FALSE,"1651867008303071232","1651874924292702209","1506909333740826628","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marvvie_wrld",0,FALSE,FALSE,NA,NA
"490","RT @YayehElyas: The FDRE has never condemned the Massacre of thousands of innocent Amhara's in Oromia region by extermist Shene ,OSF and OL…",FALSE,0,NA,2023-04-28 09:04:06,FALSE,NA,"1651874921499295745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kidus20082003",18,TRUE,FALSE,NA,NA
"491","RT @Moyoxoxo_: If you haven’t listened to MANGROVE POETRY by @RealMrHood,you are very wrong for that
Check thread and stream today<U+0001FAF6><U+0001F3FC>https:/…",FALSE,0,NA,2023-04-28 09:04:00,FALSE,NA,"1651874898371813377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",128,TRUE,FALSE,NA,NA
"492","RT @bhash: Wow didn’t imagine any scooter will be able do this<U+0001F92F>

And please don’t try it at home <U+0001F642>

The Ola S1 #BuiltToPerfection https://t…",FALSE,0,NA,2023-04-28 09:03:58,FALSE,NA,"1651874888117010432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","calypso_rouge",44,TRUE,FALSE,NA,NA
"493","@benny_sonu We would like to assure you that the team is working on getting this resolved as we speak. You may look… https://t.co/8q73mcbjED",FALSE,0,"benny_sonu",2023-04-28 09:03:58,TRUE,"1651868800328032257","1651874886992777216","1192656116905168896","<a href=""http://simplify360.com"" rel=""nofollow"">Social360</a>","ola_supports",0,FALSE,FALSE,NA,NA
"494","@muheez_ola You caught me. <U+0001F602> https://t.co/CEG0kYA8dd",FALSE,0,"muheez_ola",2023-04-28 09:03:52,FALSE,"1651855537330331648","1651874863622094848","1041343099849650176","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MfabTimi",0,FALSE,FALSE,NA,NA
"495","RT @wuraola_wura: Who’s the smartest among them 

Mahone.               Or.              Tbag https://t.co/HL7iKh4GSp",FALSE,0,NA,2023-04-28 09:03:50,FALSE,NA,"1651874855778746369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",286,TRUE,FALSE,NA,NA
"496","RT @_ebelechukwu: Spoiling is a subjective term and that's fine.  But saying the 10k sent should be worded as ‘please, help me manage it’ i…",FALSE,0,NA,2023-04-28 09:03:45,FALSE,NA,"1651874832194195456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Excellency_OLA",4032,TRUE,FALSE,NA,NA
"497","@NaijaFlyingDr All the best Dr. Ola <U+0001F389><U+0001F389>",FALSE,0,"NaijaFlyingDr",2023-04-28 09:03:27,FALSE,"1651872328626610177","1651874759934722049","904517796","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Darvel_",0,FALSE,FALSE,NA,NA
"498","@onlythepoetsuk love it!! this version&gt;&gt;&gt;&gt;&gt;&gt;",FALSE,0,"onlythepoetsuk",2023-04-28 09:03:20,FALSE,"1651873824420294656","1651874731228889088","239063281","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pv_ola",0,FALSE,FALSE,NA,NA
"499","RT @Tundeweysabi: This was supposed to be deep but you failed math class https://t.co/Yi1O8rdmQH",FALSE,0,NA,2023-04-28 09:03:14,FALSE,NA,"1651874706042044418",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",693,TRUE,FALSE,NA,NA
"500","RT @248_reup: Custom Varsity two piece<U+0001F4AF><U+0001F525>
Available in all sizes <U+0001F516>

We courier nationwide <U+0001F69A>
<U+0001F516>20k (Naira) 
Payment validates order <U+0001F4AF>

Send a…",FALSE,0,NA,2023-04-28 09:03:08,FALSE,NA,"1651874679974420481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ola_bode42",332,TRUE,FALSE,NA,NA
